Label,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
0,2094,498372,20301,16416,17989,12705,9579,11303,7734,9359,5631,6757,4113,4999,41271,20114,0,11949,5918,25807,11762,13.18,11948,12241,16338,424.18,944,-0.09,27,391727,784871983,23192,10094,5291,170325,12901,388,12901,237,147,237,-1362,-388,0.39,106875,424991,4,7,0,2,2,0,0,0,7,4,9,0,8,0,2,2,158,25373,29852,0,5907,0,0,9694,0,0,23363,13345,38987,6545,17461,2,24851,29.27,0,10217,5918,80423,19848,0,0,0,5317,0,0,23363,93288,9531,5918,33.11,0,0,0,0,102.26,0,7548,0,0,0,0,0,0,0,59063,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1877,716856,15276,12503,12503,10488,7962,7962,7258,7258,6526,6526,5535,5535,17.12,15008,0,17575,25012,24092,0,6066,13114,4.9,4737,301131,588,-1.59,22,282.19,182851992,12905,3658,1126,128046,12524,504,12524,174,3,174,-954,-504,745,78131,301342,2,5,2,2,4,1,0,1,5,2,5,0,0,1,1,2,116,19.85,0,23386,0,0,0,4795,0,0,0,6066,44485,18026,11016,5,19744,5783,0,4.9,0,48845,13592,23.26,0,11499,4737,0,11499,0,52235,16.63,0,30389,12133,0,0,0,70,0,0,0,0,0,0,0,0,0,51.5,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.05,109109,4406,3602,3602,2894,1848,1848,1276,1276,635,635,315,315,0,0,0,0,0,0,5563,6197,13121,10197,0,82053,0.25,-0.79,6,76058,33549,3402,1125,407,36194,3697,285,3697,52,1176,52,1176,-285,718,23325,82106,1,2,0,0,0,0,1,1,1,1,2,0,0,0,0,0,32,0,0,0,0,0,0,5099,0,5099,0,0,12487,6197,6197,1,0,0,0,10197,0,6924,0,17957,0,0,0,0,0,0,10197,0,6924,5563,12394,0,0,0,28.68,0,0,0,0,0,0,0,0,0,13167,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1899,735173,14.82,10663,13807,10186,6059,8.68,4301,7646,2986,6.47,1989,5518,0,5262,0,5.25,15742,15553,0,52878,12133,11053,23202,352961,143,-1.06,21,345215,107906717,14.86,6368,3.09,140502,9379,296,9379,145,224,145,224,-296,5061,90308,354287,0,3,0,1,1,1,1,2,5,0,7,0,2,0,1,1,106,0,11766,0,0,0,0,4567,4984,5262,23524,29268,17696,33442,10564,3,0,52423,5262,9551,0,5.25,5753,56766,0,6069,0,0,0,46726,15304,0,11331,10813,41157,10045,5697,0,41.61,0,15528,0,0,0,0,0,0,2729,30298,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,1481,1070211,20543,16957,16957,13995,10396,10396,7911,7911,6082,6082,4515,4515,6104,15008,0,11309,29053,25683,34387,12133,0,36281,0,392.21,375,-2.63,29,364275,5020437.17,19676,8.01,3802,169968,11574,506,11574,248,6,248,-731,-506,3149,115.59,392499,4,5,1,0,1,2,1,3,4,4,5,0,6,0,0,0,152,20514,5.75,0,5559,0,0,4795,0,0,0,32047,65633,24039,11621,4,10213,10903,0,10301,0,51677,6545,74569,0,5.75,10876,0,5.75,0,27784,25683,0,47769,41193,0,10903,0,85.35,0,0,0,0,0,0,0,0,0,65167,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1223,1762618,31175,25141,25141,21996,15123,15123,10783,10783,7694,7694,5614,5614,18415,9589,0,11667,36.02,54358,6924,12133,66088,25608,18947,610254,333,-5.26,45,576399,24517536162,29796,13581,6793,259212,13.39,511,13.39,511,163,465,-1144,-465,6319,164.37,610671,1,12,1,0,1,3,2,5,11,1,12,0,13,1,0,1,232,18947,6104,0,12114,6.01,12125,4567,9589,10197,10197,61018,66643,12487,29748,6,28537,23158,0,30175,0,64.89,6607,77857,0,28525,4737,4795,6.01,0,61301,20755,0,61873,66.73,0,33548,0,143.34,0,0,0,0,0,0,0,0,1848,100152,0,0,0,0,0,6,1,0,0,0,2,2,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2373,402573,10836,9.07,9.07,7182,5611,5611,4443,4443,3203,3203,2408,2408,0,10002,0,5559,5918,28829,25329,0,12.99,0,0,207126,583,-1.25,15,190137,3070937,10274,4088,2059,89.32,11416,425,11416,283,0.31,283,-0.31,-425,2442,58.45,207273,1,3,1,0,1,0,1,1,3,1,3,0,1,1,0,1,82,5207,0,0,0,5559,0,4795,0,4.73,0,19262,31395,11984,5694,2,5207,0,0,4.73,0,44946,0,33744,0,0,5559,0,0,0,9938,0,6924,49279,16927,0,0,0,42.23,0,0,0,0,0,0,0,0,0,34833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,3232,295737,8431,5612,5612,5109,2928,2928,2082,2082,1251,1251,725,725,5969,4795,0,11313,5687,0,18199,0,0,0,15947,153043,0,-1.71,11,146081,267189,7398,2494,1403,62886,10358,507,10358,339,176,339,-1185,-507,673,39479,153137,4,4,0,0,0,1,0,1,3,3,4,0,1,0,0,0,58,15947,11313,0,0,0,5969,0,4795,0,0,0,18199,5687,0,1,15008,11657,0,0,0,0,5734,23763,0,5.75,5734,5687,5.75,0,16182,0,0,10358,18199,0,0,0,83.55,0,0,0,0,0,0,0,0,0,35667,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1889,914534,17483,12861,14434,11.27,7276,9.2,5683,7.62,3929,5322,2772,3844,15.93,13212,0,21523,0,17672,18199,5009,31189,5426,16.74,365.06,188,-2.09,24,349714,246290142,16757,6084,3102,144788,12515,282,12515,269,0.02,269,-4002,-282,2083,92378,365842,3,6,0,1,1,2,0,2,4,2,8,0,4,0,0,0,126,0,4895,0,10023,5907,0,15229,13557,0,0,29.8,43173,5563,16752,3,13212,33219,0,5426,5139,24282,5009,58614,0,0,15574,5687,0,11601,20367,16444,0,22845,47.36,5023,0,0,92.5,0,1843,0,0,0,0,0,0,23.08,38438,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1964,939682,30102,21743,21743,18708,12377,12377,9891,9891,7337,7337,5.08,5.08,109768,40.54,0,6286,0,0,13971,0,0,15302,41882,581266,857,-2.27,40,542268,309841679,32247,12714,6003,227896,12067,394,12067,188,0.14,188,-2384,-394,-8161,132919,581.58,16,19,1,2,3,0,0,0,15,12,19,0,9,1,2,3,230,82945,60915,36386,0,0,0,4795,9985,0,0,0,13971,0,18753,3,59488,18205,0,5317,32919,98166,13655,0,0,0,28251,0,0,0,158848,23742,0,6924,9985,0,0,0,336.43,0,0,0,0,0,0,0,0,0,118.25,0,7,6,0,0,0,0,0,0,0,1,1,0,0,2,2,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1812,493462,12088,9435,9435,8254,5.26,5.26,3616,3616,2198,2198,1.36,1.36,0,4795,0,11601,12305,5563,0,12.99,30332,16008,4523,231101,167,-2.14,17,218151,11452846,11349,5268,3154,98.78,11552,361,11552,287,267,287,-308,-361,1418,61988,231255,2,5,0,0,0,1,1,2,4,2,5,0,5,0,0,0,88,4523,5.76,5694,0,5907,0,10.22,5426,0,0,35488,12487,12611,0,2,9318,5907,0,16008,0,13468,0,53416,0,0,10852,0,0,0,11064,6545,6924,21812,40921,0,0,0,67.16,0,0,0,0,0,0,0,0,4812,35855,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.94,150028,7475,7052,7052,5235,5024,5024,5.28,5.28,4086,4086,4178,4178,0,0,0,0,5539,17754,38525,0,0,0,5734,151136,1,-0.04,11,134117,434356,6473,1.82,868,68346,6321,325,6321,16,0.3,16,0.3,-325,1914,45.09,151253,2,1,4,0,4,0,0,0,1,1,1,0,0,4,0,4,62,5734,0,0,0,0,0,0,0,0,0,0,56279,5539,0,4,0,0,0,0,23487,44064,0,0,0,0,5734,0,0,0,5539,0,17754,38525,0,0,0,0,26.02,0,0,0,0,0,0,0,0,0,18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2237,688645,15035,12531,12531,10109,7597,7597,5689,5689,4602,4602,3486,3486,11.57,9901,0,6421,13028,24052,16513,0,6924,30107,4737,287152,471,-1.81,21,266191,82265477,14141,5187,2141,123.67,11286,481,11286,306,5,306,-0.82,-481,3383,81555,287359,2,4,0,1,1,1,1,2,2,2,4,0,4,0,0,0,112,14827,5601,0,0,0,5969,4795,0,0,0,32047,30389,10903,18722,3,14638,16872,0,4984,0,45132,6607,35.02,0,0,0,0,0,0,22667,27974,0,43.51,18199,0,10903,0,62.32,0,0,0,0,0,0,0,0,0,47.75,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1619,1067919,25767,20.6,20.6,16121,12132,12132,11643,11643,9442,9442,8076,8076,82245,19.49,8781,24836,0,6076,26,20771,0,0,14211,494212,731,-1.97,35,462275,39919423.91,24712,7293,2945,202405,17292,458,17292,303,41,303,-2267,-458,2938,118425,494531,1,7,4,1,5,0,0,0,7,1,9,0,4,3,1,4,192,19317,6172,29447,5783,0,5969,14384,8781,0,0,13,63677,23672,12208,5,42482,17536,0,0,22666,89318,6607,23801,0,0,0,8781,0,0,64686,28594,22666,53881,23801,0,0,0,99.13,0,0,0,0,0,0,0,0,32867,62217,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,7,0,0,0,1,3,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2068,1136.74,23859,17448,17448,14867,9935,9935,8705,8705,6905,6905,5486,5486,81388,39916,0,11127,0,6066,31128,6924,0,0,5734,440122,409,-3.21,32,420248,8427682936,22001,6893,2478,182429,13741,873,13741,251,287,251,-3129,-873,-4164,100.65,440408,3,10,3,0,3,1,0,1,9,2,10,0,2,1,0,1,170,31266,5601,11566,0,5907,0,19284,0,0,11853,36641,42631,5918,11615,4,39916,23233,0,4.9,17569,30589,14095,46231,0,5.75,26.16,0,5.75,0,59322,14384,11836,23969,35104,0,5759,0,192.94,0,0,0,0,0,0,0,0,0,97583,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1355,2274522,42026,34772,34772,28058,20705,20705,18.02,18.02,15271,15271,13236,13236,63.74,14696,13575,31346,61715,28954,28253,0,67422,14784,18947,816391,578,-4.53,59,762511,13800000000000.0,39906,13488,5173,342311,15327,496,15327,344,155,344,-2937,-496,5079,214431,816943,2,12,1,5,6,2,1,3,11,2,14,0,10,1,2,3,316,33938,11165,6104,11524,0,17908,19389,13575,0,0,37275,68329,96854,27371,9,47218,34498,0,14784,17251,93.54,59456,70935,0,5.75,9637,14468,5.75,0,122066,45969,17251,68839,48.55,0,10903,0,133.87,0,0,0,0,0,0,0,0,30654,109596,0,1,0,0,0,1,1,0,0,0,3,3,0,0,0,3,1,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2,0,6,0,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.4,1144686,26966,20.6,20.6,17143,12734,12734,11634,11634,9913,9913,8055,8055,46407,35932,0,23282,42877,25683,0,6076,13,17557,0,528221,0.63,-2.52,37,498297,116434045.8,26102,8495,4238,210798,13566,418,13566,418,54,349,-4913,-349,6576,124022,528537,2,4,3,1,4,1,0,1,2,2,10,0,5,3,0,3,202,10634,0,0,11814,0,12353,9589,0,26342,0,19923,85969,17375,16814,5,35932,17502,0,5317,34502,70767,5317,41478,0,0,10634,32.03,0,0,17856,21942,34502,63499,30351,0,0,0,58.2,0,0,0,0,0,0,0,0,80368,29632,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4619,227367,10646,6428,6428,5776,3171,3171,2478,2478,1285,1285,714,714,36351,14384,0,0,0,0,0,0,0,0,20426,192027,0.5,-1.63,13,184059,333963,11.37,3854,3518,72225,10316,481,10316,336,1144,336,-2738,-481,-1248,37091,192123,4,7,0,0,0,0,0,0,4,4,7,0,5,0,0,0,74,20426,0,5601,0,0,17908,9589,4795,0,0,0,0,0,12842,0,34.81,17908,0,0,0,18443,0,0,0,0,0,0,0,0,43935,14384,0,12842,0,0,0,0,132.13,0,0,0,0,0,0,0,0,0,54.25,3,1,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1799,956767,25104,20604,20604,15918,12592,12592,11296,11296,9748,9748,8068,8068,58399,24597,4.39,24543,31256,6421,12152,13,20771,0,4737,476257,741,-1.86,34,439289,26030664.98,25239,8369,3081,200177,17262,0.45,17262,306,77,306,-2025,-0.45,3637,123343,476585,2,6,4,0,4,0,0,0,6,2,7,0,7,3,0,3,188,14.95,6607,17053,5783,0,5969,14384,4.39,0,0,38841,57098,29087,6104,4,33724,17536,0,0,28584,90014,6607,23801,0,0,0,4.39,0,0,51.73,19.12,28584,72641,23801,0,0,0,100.9,0,0,0,0,0,0,0,0,17262,70238,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2972,731941,18276,15305,15305,11256,7.85,7.85,5889,5889,3911,3911,2399,2399,5969,4795,0,0,5573,16886,22766,20.11,19076,38.99,9843,326188,286,-2.55,24,300228,119684014,19497,8.92,5579,144216,10557,496,10557,328,702,328,-932,-496,5167,100529,326436,1,3,0,0,0,1,0,1,2,1,3,0,6,0,0,0,128,9843,5.75,0,0,0,5969,0,4795,0,0,35953,68512,6076,7.11,1,14638,12045,0,0,0,34619,7.11,69846,0,5.75,4737,0,5.75,0,18186,4795,20771,36101,47593,0,6076,0,46.53,0,0,0,0,0,0,0,0,0,55833,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2402,590798,13121,10397,10397,8592,5749,5749,4223,4223,3031,3031,1.81,1.81,5969,4795,0,5563,5687,11251,5563,18199,38113,5317,5107,241.11,133,-2.29,18,226.17,12394.31,12174,4918,2348,106089,11124,478,11124,337,276,337,-927,-478,3745,72.6,241.29,2,3,0,0,0,2,0,2,2,2,3,0,3,0,0,0,92,10423,0,0,0,0,5969,0,4795,0,0,24265,43173,5687,11251,2,9901,17344,0,0,0,13847,5317,59155,0,0,5317,11375,0,0,11076,0,13847,21485,42465,0,0,0,49.33,0,0,0,0,0,0,0,0,0,43.5,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2524,398287,11596,9117,9117,7714,5337,5337,3813,3813,3.07,3.07,2.12,2.12,5415,9589,0,18483,6421,5563,0,0,37256,10634,0,218106,333,-1.84,16,204144,5356941,10.67,3963,1377,94038,11986,337,11986,241,215,241,-1.07,-337,538,59563,218256,2,4,0,1,1,1,0,1,2,2,4,0,2,0,1,1,84,10634,0,5415,11814,0,0,9589,0,0,0,37256,11984,0,6669,2,9589,11814,0,10634,0,18.76,6669,35895,0,0,10634,0,0,0,18483,15004,0,18908,30332,0,0,0,58.2,0,0,0,0,0,0,0,0,0,40.25,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1909,926297,23093,19177,19177,14388,11185,11185,10622,10622,8806,8806,6911,6911,41718,24909,0,28607,17064,6421,0,38999,6924,13847,4737,430236,0.68,-1.76,31,396269,6502426.55,22435,6867,2614,183225,14172,451,14172,334,21,334,-2082,-451,2332,114665,430541,3,6,4,0,4,0,0,0,6,3,6,0,4,2,0,2,170,20056,6104,17488,0,0,5969,4795,4795,0,0,38999,61507,11491,12022,4,29646,11753,0,0,34502,65772,6607,34947,0,0,0,0,0,0,51488,14326,34502,47963,34947,0,0,0,104.06,0,0,0,0,0,0,0,0,0,76583,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1353,1625602,35131,28731,28731,23357,17394,17394,14707,14707,9673,9673,7264,7264,53911,24285,0,24567,23897,36633,6421,18199,69302,25834,5734,670384,0.5,-4.35,49,620455,48770043313,35944,15907,9856,287961,13829,0.39,13829,0.27,57,0.27,-1299,-0.39,3092,188214,670855,6,11,1,1,2,2,1,3,7,5,11,0,16,1,1,2,262,26791,11736,0,17722,5907,0,24078,4984,0,0,73.86,69566,24015,30125,5,24285,34532,0,25834,17569,95485,13.09,77987,0,0,21684,0,0,0,81477,20804,11836,75348,66.73,0,10903,0,166.75,0,0,0,0,0,0,0,0,0,114583,0,1,1,0,0,1,0,0,0,0,4,4,0,1,0,2,3,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1689,1618507,24.69,20154,20154,16884,11712,11712,8921,8921,6507,6507,4747,4747,11249,9589,0,19131,29481,35983,9134,18539,31189,26709,10718,472234,0.4,-3.97,35,444329,106545937.9,22804,8999,3976,201585,13741,341,13741,332,31,332,-468,-341,1147,135483,472553,2,10,0,1,1,1,3,4,10,1,10,0,4,0,1,1,180,10634,5824,11164,5948,5559,5.69,18496,14762,4984,5.92,24.12,32755,37259,18606,5,0,28015,0,28653,12781,45.82,17989,56622,0,11841,21883,5948,0,0,47785,20137,18765,31284,33855,0,22067,0,116.86,0,0,0,0,0,0,0,0,4387,74947,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.02,595432,11665,8943,10529,8343,5.29,6083,3633,4426,2506,3309,1709,2245,0,0,0,0,0,40243,0,12394,12133,41524,0,291012,182,-1.69,17,282.06,17015.51,10463,4.29,1954,106504,4306,354,4306,195,0.8,195,0.8,-354,1763,71165,292.14,2,5,0,1,1,1,1,2,5,2,6,0,2,0,0,0,86,10634,5517,5.96,0,0,0,14.96,0,0,0,0,28063,18938,22222,3,0,38.61,0,15285,4992,0,18406,28999,0,0,10634,5687,0,15.93,29017,0,0,0,33992,0,11033,0,62.2,0,0,0,0,0,0,0,0,902,31.64,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
